"EH_ID","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","Eim_MC","delta","IFNy_CEWE","IFNy_MES","CXCR3","IRG6","IL.12","CASP1","CXCL9","CXCR3_bio","IDO1","IFNy","IL.10","IL.12A","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","IL.17A","GAPDH","IL.13","CASP1_N","CXCL9_N","CXCR3_N","IDO1_N","IFNy_N","IL.6_N","IL.10_N","IL.12A_N","IL.13_N","IL.17A_N","IL1RN_N","IRGM1_N","MPO_N","MUC2_N","MUC5AC_N","MYD88_N","NCR1_N","PRF1_N","RETNLB_N","SOCS1_N","TICAM1_N","TNF_N","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","pc1","pc2"
"LM0365","P4","UNI","E88","NMRI","P4bGXY",52.38,67.21,77.9348311263205,0.24,8,"challenge",0,0,0,0,1,0,0,"uninfected_falciformis",TRUE,1.439,875.6170169286,704.590664037918,NA,NA,NA,24.8338572415394,16.3442931905179,22.6665212451471,22.0979784221364,26.4091844024805,25.5620936833782,24.811695379575,18.8600133131003,18.9293901955357,7.79676996263756,NA,8.05204600565168,18.0662379368805,24.4845149370797,24.8250077475955,20.2845441648962,28.6274191894661,22.0046544878114,8.87188667451834,23.742503076978,28.3176938916993,25.1680307398743,NA,NA,-4.54931307664325,3.9402509743783,-2.3819770802509,-1.81343425724025,-6.1246402375843,1.3551539693605,-5.27754951848195,-4.52715121467885,NA,-4.8834865749781,1.42453085179595,12.4877742022586,NA,12.2324981592445,2.21830622801565,-4.1999707721835,-4.5404635826993,-8.3428750245699,-1.7201103229152,11.4126574903779,-3.45795891208185,-8.0331497268031,"mLN",28.3,16.7,45.1,5.68,7.26,70.2,1.45,47.7,5.79,25.9,62.7,2.7,14.5,NA,NA,NA,NA,NA,NA,8,1270000,77.9348311263205,"challenge","other","uninfected","E_falciformis",3.99357084437232,-1.71963436236589
"LM0367","P4","UNI","UNI","NMRI","P4bXOQ",45.6,48.55,93.9237899073121,2.31,8,"challenge",0,0,0,0,1,0,0,"uninfected",FALSE,-7.04906666666666,651.114694297031,635.818706315941,NA,NA,NA,25.3434373478054,23.7417908847452,22.6732274318064,25.0297168491101,NA,27.2239625730491,NA,20.0863817208902,26.1849051033755,9.25536795631093,NA,8.5798150626153,29.1131481313966,28.0789619411373,27.3383546515301,23.2380539517333,28.8965676006811,18.0319144153998,9.89558325254503,25.9867709754836,NA,26.9819437881662,NA,NA,-2.1053833960721,-0.503736933011901,0.564826519926996,-1.7916628973767,NA,-2.94685115164215,-3.9859086213157,NA,NA,-3.74388983643285,3.1516722308432,13.9826859954224,NA,14.658238889118,-5.87509417966325,-4.84090798940395,-4.1003006997967,-5.65851364894775,5.2061395363336,13.3424706991883,-2.7487170237502,NA,"mLN",45.4,16.1,6.48,3.43,3.26,12.6,1,9.2,11.5,7.37,8.52,1.11,20.1,NA,NA,NA,NA,NA,NA,8,0,93.9237899073121,"challenge","other","uninfected","uninfected",-2.30989997888314,-0.928180645112908
"LM0400","E11","E64","E64","SCHUNT_SCHUNT","E11bIJQ",18.36,18.05,101.717451523546,NA,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-4.81833506876557,NA,NA,NA,NA,NA,20.4853653659104,18.707807251325,20.6816990913676,14.9464330470036,22.8685242093538,24.2672321184066,26.4514637910226,17.5091051349317,26.8401851691317,8.83969438252675,19.8221671343872,7.48727701280144,8.12519266700378,8.84418946866269,23.922443169795,16.4034526267991,25.4984512339292,9.99962151294331,9.75669650129245,21.5585923837709,21.5607740476513,23.3410723798787,3.28869132036946,19.6951896678151,-4.08191273911135,-2.3043546245259,-4.27824646456855,1.45701957979545,-6.4650715825547,-10.4367325423326,-7.86377949160755,-10.0480111642235,-3.291737041016,-6.9376197530797,-1.1056525081326,7.5637582442723,-3.4187145075881,8.91617561399761,8.27825995979527,7.55926315813636,-7.5189905429959,-9.0949986071301,6.40383111385575,6.6467561255066,-5.1551397569718,-5.15732142085225,"mLN",55.9,6.21,26.4,17.5,5.01,44.1,1.47,29.7,14.4,14.4,29.1,2.87,23.5,NA,NA,NA,NA,NA,"b",8,0,95.2908587257618,"challenge","F0 M. m. domesticus","E_ferrisi","E_ferrisi",-0.149074331195991,1.04995810388349
"LM0401","E11","UNI","UNI","SCHUNT_SCHUNT","E11bAHY",18.28,18.68,97.8586723768737,NA,8,"challenge",0,0,0,0,1,0,0,"uninfected",FALSE,NA,NA,NA,NA,NA,NA,21.374311484312,24.86840628476,18.5470048894576,19.5020434973494,NA,23.3753851263196,23.7237939583306,17.6836109307643,NA,9.45799321051908,18.2834029271283,8.07140986076223,8.20693352769568,9.25244118097847,25.4625138572978,18.0809681849445,26.6439565587255,9.90663311448387,10.4533363437642,22.3711672518069,22.84887687342,22.9897241869547,3.76424248299032,20.6420590113489,-3.29334329936745,-6.78743809981555,-0.466036704513098,-1.42107531240485,NA,NA,-5.29441694137515,-5.6428257733861,-2.5610908264044,-4.9087560020102,0.39735725418025,8.62297497442542,-0.202434742183847,10.0095583241823,9.87403465724882,8.82852700396604,-7.38154567235325,-8.56298837378105,8.17433507046063,7.6276318411803,-4.2901990668624,-4.7679086884755,"mLN",61.4,4.1,21.4,15.5,1.46,33.8,0.99,17,16.4,4.37,11.6,0.34,16.2,NA,NA,NA,NA,NA,"b",8,0,97.5910064239829,"challenge","F0 M. m. domesticus","uninfected","uninfected",-3.06576395711324,0.787227574499914
"LM0402","E11","UNI","E64","SCHUNT_SCHUNT","E11bDLP",17.35,20.23,85.7637172516065,NA,8,"challenge",4,1,0,2,1,7,17500,"uninfected_ferrisi",TRUE,-5.8576836446198,NA,NA,NA,NA,NA,20.4244815469957,15.3537519995337,20.467461499536,14.2520573370702,21.7141884105075,24.7614048338402,24.4747781114609,17.0277120750498,18.9617586483646,9.30442270041148,23.4302310104171,7.99704311015986,9.08821837872957,9.26937248393842,22.0916940822492,14.4742757883983,28.0737910427164,9.66531190075068,9.60500730344883,20.0766056626328,20.127162770491,24.1184333664661,3.58358957407436,17.7450722586753,-5.9502057585974,-0.879476211135449,-5.9931857111377,0.2222184513281,-7.2399126221093,-4.48748285996635,-10.287129045442,-10.0005023230626,-3.27079647027705,-9.6441575780679,-2.55343628665155,5.16985308798677,-8.95595522201885,6.47723267823839,5.38605740966868,5.20490330445983,-7.61741829385095,-13.5995152543181,4.80896388764757,4.86926848494942,-5.60232987423455,-5.65288698209275,"mLN",47.2,5.66,30.2,18.5,6.8,63.4,1.52,47.9,15.6,11.2,38.9,2.84,18.2,NA,NA,NA,NA,NA,"b",8,307500,83.6875926841325,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",1.02174755862024,0.958302019308027
"LM0404","E11","E64","E64","PWD_PWD","E11bBSZ",17.81,18.15,98.1267217630854,NA,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-0.895232759794368,NA,NA,NA,NA,NA,20.7569580010385,18.7959153127258,19.2052221644513,16.9704302590249,20.3529860186079,22.757859209703,25.6951007141575,19.5125102218142,21.6000643552301,8.73925144460006,20.1555156002618,9.25643637802051,10.4446936845842,10.8143096193973,26.344560560384,16.2461966060222,23.4928124341046,9.66190815734141,9.22540642753155,21.5684460548796,22.0316828291949,23.9590684638416,3.53060924260067,19.5237406345216,-4.5107613950164,-2.5497187067036,-2.9590255584292,-0.724233653002749,-4.1067894125857,-5.35386774920795,-6.5116626036809,-9.44890410813539,-3.27754402849945,-7.71287185781945,-3.26631361579205,7.50694516142209,-3.90931899423965,6.98976022800164,5.8015029214379,5.43188698662485,-10.0983639543618,-7.24661582808245,6.58428844868074,7.0207901784906,-5.32224944885745,-5.7854862231728,"mLN",48.2,12.4,17.9,7.52,3.99,52.9,2.2,36.6,26.1,14,38.1,1.67,21.1,NA,NA,NA,NA,NA,"b",8,222500,88.2644628099173,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",0.316331110152373,-1.33298642799853
"LM0407","E11","UNI","E64","SCHUNT_SCHUNT","E11bAOS",24.89,25.05,99.3612774451098,NA,8,"challenge",0,0,0,0,1,0,0,"uninfected_ferrisi",TRUE,-9.65220398233476,NA,NA,NA,NA,NA,24.82728969375,18.8699316961625,20.5410938178994,17.0379588738368,23.8432338858094,21.5679115268304,25.2442327564817,20.0526042666317,26.9235461778173,10.4123473879726,19.1502872608421,9.34220259096032,9.99047203380285,11.0613386466996,NA,17.0207714159557,24.1803284714019,11.7245685329502,10.4277136478516,27.5281632952361,26.4063146054439,26.253627689928,4.39991534837022,22.6104811293863,-7.80651827779435,-1.84916028020685,-3.5203224019437,-0.0171874578811497,-6.82246246985375,-9.90277476186165,-4.5471401108747,-8.22346134052605,-5.58970971343065,-9.23285627397235,-3.03183285067605,6.60842402798305,-2.12951584488645,7.67856882499533,7.0302993821528,5.95943276925605,NA,-7.1595570554462,5.29620288300545,6.5930577681041,-10.5073918792805,-9.3855431894883,"mLN",50.1,7.08,22.2,14.2,4.95,59.5,1.07,23.7,13.8,11.2,43,2.24,35.6,NA,NA,NA,NA,NA,"b",8,82500,92.0159680638723,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",0.238948202630999,1.06732846784962
"LM0408","E11","E64","E88","PWD_PWD","E11bINQ",12.76,16.4,77.8048780487805,NA,8,"challenge",6,3,6,9,1,24,60000,"ferrisi_falciformis",TRUE,6.61128322944637,NA,NA,NA,NA,NA,20.6217668713655,13.7227657810832,20.326152364635,12.1005848035755,18.5522798752104,21.8361044208564,24.0426916309452,15.6082820796695,23.605291169731,8.6350247366941,19.6473595889221,7.29000747467416,8.05277449113343,8.98810206718073,26.3072263956549,14.6325680020718,23.9244794587871,7.98553689767872,9.28469716024607,19.199475512739,18.3302231894742,24.2616236007376,3.23606839928665,16.5288937630088,-5.98919886929365,0.909802220988599,-5.69358436256315,2.53198319849635,-3.91971187313865,-8.97272316765925,-7.20353641878455,-9.41012362887345,-1.896325760937,-9.6290555986658,-0.975714077597651,5.9975432653777,-5.01479158685025,7.34256052739763,6.57979351093837,5.64446593489107,-11.6746583935831,-9.2919114567153,6.64703110439307,5.34787084182573,-4.5669075106672,-3.69765518740235,"mLN",41.9,11.9,22.2,5.66,4.86,55.8,1.26,26.5,27.9,13.3,54.1,1.85,12.2,NA,NA,NA,NA,NA,"b",8,1447500,77.8048780487805,"challenge","F0 M. m. musculus","E_ferrisi","E_falciformis",0.257702263771065,-1.83070420290938
"LM0410","E11","E64","E64","PWD_PWD","E11bOTY",17.93,17.01,105.408583186361,NA,8,"challenge",2,0,1,3,1,6,15000,"ferrisi_ferrisi",TRUE,-8.52642175811008,NA,NA,NA,NA,NA,21.0442670437101,14.1490516792399,20.5874283402811,14.8158131647312,20.6421962767908,21.052822615835,22.0418787368533,15.7801135265384,22.6493400200605,9.72263075801179,18.8712631495047,8.93536786479912,10.212263487223,10.2560802220252,NA,12.8485289561287,28.0964580858124,5.84610268813236,10.0894561118346,18.0409852400877,19.429940944558,22.7729369815517,4.56614358944823,15.640122069516,-8.1957380875814,-1.3005227231112,-7.73889938415235,-1.96728420860245,-7.7936673206621,-9.8008110639318,-8.2042936597063,-9.19334978072455,-2.7915931133873,-9.9244080254229,-2.93158457040965,3.12589819811696,-6.02273419337595,3.91316109132963,2.6362654689058,2.5924487341036,NA,-15.2479291296837,7.00242626799639,2.75907284429417,-5.192456283959,-6.58141198842925,"mLN",46.8,10.9,24.1,5.86,4.2,66.3,1.52,48,28.4,13.9,41.8,2.6,23.5,NA,NA,NA,NA,NA,"b",8,17500,89.0064667842446,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",0.895158397149442,-1.45582554740905
"LM0411","E11","E64","E88","PWD_PWD","E11bBNU",13.74,16.5,83.2727272727273,NA,8,"challenge",17,15,19,11,1,62,155000,"ferrisi_falciformis",TRUE,3.58310722268937,NA,NA,NA,NA,NA,22.1143872423383,14.059007469805,21.3097684503733,11.6112278072651,17.5071271599409,20.5398059447125,23.4884383276173,15.629936487548,24.8139314939034,8.83213879274251,17.7263863552289,7.72289513916285,8.27857477372543,9.47105336570655,26.6707751809346,14.3179809504012,22.1743184260982,8.54433759613006,9.70874809998261,19.4000111669781,18.8548301025708,23.0918154260893,3.56591266690615,15.9638683572181,-7.7964062919371,0.258973480596151,-6.9917874999721,2.70675314313605,-3.1891462095397,-10.4959505435022,-6.22182499431135,-9.1704573772161,-1.64588740681685,-8.7738344756881,-1.31195553714675,5.48584215765869,-3.4084054048277,6.59508581123835,6.03940617667577,4.84692758469465,-12.3527942305334,-7.85633747569695,5.77364335427113,4.60923285041859,-5.08203021657685,-4.5368491521696,"mLN",41.6,12.9,23,6.09,3.8,56.5,2.16,35.9,25.2,10.7,44.3,2.05,15.1,NA,NA,NA,NA,NA,"b",8,155000,83.2727272727273,"challenge","F0 M. m. musculus","E_ferrisi","E_falciformis",0.511187529105619,-1.58787549396949
"LM0412","E11","UNI","E64","SCHUNT_SCHUNT","E11bEFU",21.91,28.05,78.1105169340463,NA,8,"challenge",0,1,1,4,1,6,15000,"uninfected_ferrisi",TRUE,5.36599735143947,NA,NA,NA,NA,NA,22.9302941457053,16.1402914666098,24.7834705693031,14.9765676264383,19.266296999532,23.5243943177189,27.5504239419987,14.9769629033162,20.2033715725075,10.7455705021274,18.1100362345933,9.53881946096944,10.0482933268338,10.6730920078094,NA,17.1974861767536,25.977937326554,11.3878072885595,11.2855483172319,22.1312294709625,21.2631320390999,24.4853217738845,5.06409414495563,19.7848740300191,-5.7328079689518,1.0571947101438,-7.58598439254955,2.22091855031525,-2.0688108227784,-3.005885395754,-6.3269081409653,-10.3529377652452,-2.58738785326555,-7.28783559713095,2.22052327343735,6.45191567462615,-0.912550057839752,7.65866671578411,7.1491928499198,6.5243941689442,NA,-8.78045114980045,5.80967888819405,5.9119378595217,-4.93374329420895,-4.06564586234635,"mLN",44.3,6.69,40.9,11,6.35,71.9,1.47,56.2,13.9,20.9,52.2,2.92,31.4,NA,NA,NA,NA,NA,"b",8,72500,78.1105169340463,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",2.79205063582068,0.108289204440463
"LM0413","E11","E64","UNI","SCHUNT_SCHUNT","E11bPWY",19.51,20.37,95.7781050564556,NA,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",TRUE,-7.9430189889161,NA,NA,NA,NA,NA,25.5754966558289,21.9077180295914,22.7786687327439,20.3373058926669,NA,NA,NA,20.2129980273835,25.0519511093116,10.7818811929685,19.8459637199584,9.29919731850971,9.82137867142799,10.8031538825366,24.9968999334781,18.2614462490166,NA,10.4884269925845,11.4451050884419,22.6290168134815,25.7235672969262,26.973596807483,4.60533460608717,23.1012044247232,-7.31405040681235,-3.64627178057475,-4.51722248372735,-2.07585964365025,NA,-6.790504860295,NA,NA,-4.83975817570665,-8.7121505584664,-1.95155177836695,7.47956505604815,-1.5845174709418,8.96224893050689,8.44006757758861,7.45829236647995,-6.7354536844615,NA,7.7730192564321,6.81634116057465,-4.3675705644649,-7.46212104790965,"mLN",32.6,3.81,43.2,13.5,4.17,53.8,4.81,11.1,14.4,12.1,28.8,1.96,25.1,NA,NA,NA,NA,NA,"b",8,0,95.7781050564556,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",1.46320009592574,0.659804821550108
"LM0415","E11","UNI","E64","SCHUNT_SCHUNT","E11bDGH",20.91,23.12,90.4411764705882,NA,8,"challenge",0,0,1,0,1,1,2500,"uninfected_ferrisi",TRUE,-9.7265494860117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mLN",49.7,6.95,30,19.5,5.04,62.2,1.41,42,14.8,10.9,41.4,1.06,10.3,NA,NA,NA,NA,NA,"b",8,67500,82.8719723183391,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",0.245847532453904,0.507627289663601
"LM0417","E11","E64","E88","SCHUNT_SCHUNT","E11bAEM",18.72,24.85,75.3319919517103,NA,8,"challenge",1,2,1,0,1,4,10000,"ferrisi_falciformis",TRUE,4.8236460523187,NA,NA,NA,NA,NA,20.3982741332507,12.8790041071441,20.0582762429103,11.6749642240502,18.1733381531817,19.6757360082778,22.5961786933667,14.9115005510347,17.7328071079799,8.89048358859426,21.4981532291479,8.23731214259126,8.76258930953344,9.75252077340178,NA,12.4422826480852,22.2684658032614,10.5413070015232,9.67817747540282,16.5774693474325,17.4219366930994,23.1621685462072,3.6209652327808,14.9618334823948,-7.95599148516545,-0.4367214590588,-7.61599359482505,0.767318424035,-5.7310555050964,-5.2905244598946,-7.2334533601925,-10.1538960452814,-2.51955083430955,-10.719885898122,-2.4692179029495,3.55179905949099,-9.0558705810626,4.20497050549399,3.67969333855181,2.68976187468347,NA,-9.82618315517615,1.9009756465621,2.76410517268243,-4.13518669934725,-4.97965404501415,"mLN",43.4,5.48,24.9,13.1,5.66,62.7,1.32,36.1,14.5,18.6,40.2,1.89,16.7,NA,NA,NA,NA,NA,"b",8,132500,75.3319919517103,"challenge","F0 M. m. domesticus","E_ferrisi","E_falciformis",0.775881224702531,0.0764027086115028
"LM0420","E11","E88","E88","SCHUNT_SCHUNT","E11bABD",17.16,19,90.3157894736842,NA,8,"challenge",0,0,0,0,1,0,0,"falciformis_falciformis",TRUE,-0.231707159876766,NA,NA,NA,NA,NA,20.9883376049674,11.5530302918005,20.0614350314932,11.6591467493291,17.6248427611225,22.3384214210207,21.5404608196474,15.9122056632988,19.4819751132948,9.49618447702047,20.0541045489561,7.96941696232422,8.57263468903175,9.42917224836225,23.6707853356889,12.7984791934847,24.5035683136032,8.47785708206271,10.1664758536759,17.2613617405847,17.4613556278354,23.5739391432787,4.16885683251297,15.8401961251503,-8.18985841148275,1.24544890168425,-7.2629558380085,1.13933244415555,-4.8263635676378,-6.68349591981005,-9.53994222753595,-8.74198162616275,-3.0417169316656,-10.775459949794,-3.1137264698141,3.30229471646423,-7.2556253554714,4.82906223116047,4.22584450445295,3.36930694512245,-10.8723061422042,-11.7050891201185,4.32062211142199,2.63200333980875,-4.46288254710005,-4.6628764343507,"mLN",46.3,8.69,32.7,13.3,9.29,51.8,1.28,27.1,13.9,19.4,32.9,6.73,28.3,NA,NA,NA,NA,NA,"b",8,10000,90.3157894736842,"challenge","F0 M. m. domesticus","E_falciformis","E_falciformis",1.94968562010848,0.850582238821656
"LM0422","E11","E64","E88","PWD_PWD","E11bELU",10.87,14.8,73.4459459459459,NA,8,"challenge",3,5,3,2,1,13,32500,"ferrisi_falciformis",TRUE,6.81736431564327,NA,NA,NA,NA,NA,21.4668150893455,13.5457165214122,21.0800590788575,11.4474338206415,15.7152908211932,19.7415065082402,19.6765841778533,12.8390353779592,18.4939228529465,10.4813598424688,18.7325526668443,9.91662822124186,10.6910913602839,11.3076089231305,29.5494778887456,13.5897530990745,22.5197542684015,10.4844248994382,12.1083585091485,20.8513359492491,16.3452746402838,23.4793761860616,5.45523795555315,15.7360651149689,-7.8770619902709,0.0440365776623501,-7.49030597978295,2.1423192784331,-2.1255377221186,-4.904169753872,-6.1517534091657,-6.08683107877875,-2.14631201589435,-9.88962308698705,0.75071772111535,3.1083932566058,-5.14279956776975,3.67312487783269,2.89866173879065,2.28214417594405,-15.959724789671,-8.93000116932695,3.10532819963635,1.481394589926,-7.2615828501746,-2.7555215412092,"mLN",31.6,12.3,26.1,4.03,6.46,81.7,1.23,46.3,23.8,20.9,48.6,2.36,8.07,NA,NA,NA,NA,NA,"b",8,315000,73.4459459459459,"challenge","F0 M. m. musculus","E_ferrisi","E_falciformis",2.12109030778157,-2.39952851535891
"LM0424","E11","E64","UNI","PWD_PWD","E11bGQZ",16.61,17.09,97.1913399648917,NA,8,"challenge",0,0,0,0,1,0,0,"ferrisi_uninfected",FALSE,-9.8561884622146,NA,NA,NA,NA,NA,20.7846889753476,25.6923836936631,18.9565390328531,20.9213767764263,25.0519898177809,26.7729872926915,25.8293785750338,19.6919415018778,21.8273228355841,9.31426253502137,19.0251979128948,8.68655873106165,9.4649388516258,10.5064552915724,23.1718657691226,17.8306690181063,25.1877239682669,11.2205181833124,9.54820761663957,22.4353499821906,22.2596697332256,25.8511088274294,3.6451272867403,21.4199502548559,-2.95401995724135,-7.86171467555675,-1.12587001474675,-3.09070775832005,-7.2213207996746,-3.99665381747785,-8.9423182745852,-7.99870955692745,-3.5892812367496,-8.02043980932315,-1.86127248377155,8.51640648308493,-1.19452889478855,9.14411028704465,8.3657301664805,7.32421372653395,-5.3411967510163,-7.3570549501606,6.61015083479385,8.28246140146672,-4.6046809640843,-4.4290007151193,"mLN",49.2,9.76,15.3,6.32,2.26,29.6,1.39,26.3,23.3,14.1,15.5,1.54,18.2,NA,NA,NA,NA,NA,"b",8,0,94.0901111761264,"challenge","F0 M. m. musculus","E_ferrisi","uninfected",-1.51718630725493,-1.15781496201241
"LM0425","E11","UNI","UNI","PWD_PWD","E11bBFZ",17.67,17.72,99.7178329571106,NA,8,"challenge",0,0,0,0,1,0,0,"uninfected",FALSE,NA,NA,NA,NA,NA,NA,21.2300686946316,25.3477012805114,20.2485975103735,20.6891222844892,NA,23.9321093498866,22.6337713133251,20.952686822897,28.7639755579238,8.41899224011031,24.7675932578526,7.94209284251443,9.09506206367521,9.77255244392523,21.2162248147457,19.1345502577378,24.2853170700254,10.960530881199,8.96806539086555,23.1606795894922,23.4899915697697,23.4159120811471,3.06884798432835,21.1086219963588,-2.0955184368937,-6.21315102277355,-1.1140472526357,-1.5545720267513,NA,-9.62942530018595,-4.79755909214875,-3.49922105558725,-1.974071738621,-4.28136182340925,-1.8181365651592,10.7155580176275,-5.63304300011475,11.1924574152234,10.0394881940626,9.36199781381262,-2.08167455700785,-5.1507668122876,8.17401937653885,10.1664848668723,-4.0261293317544,-4.3554413120319,"mLN",53.4,10.4,14.3,4.68,1.58,43.2,1.52,37.1,24.5,13.4,16.2,1.32,16.9,NA,NA,NA,NA,NA,"b",8,0,97.1783295711061,"challenge","F0 M. m. musculus","uninfected","uninfected",-1.35373318637321,-1.53075767178452
"LM0426","E11","E88","UNI","SCHUNT_SCHUNT","E11bAYZ",24.69,24.05,102.661122661123,NA,8,"challenge",0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-0.640594900906464,NA,NA,NA,NA,NA,20.6789799884562,25.7438796464657,19.0149508692148,20.5536437821863,25.3930193285882,23.3212404448693,23.910894697633,18.2135770576434,26.9279733009571,8.41983854602181,21.4130046092194,6.74805623796697,7.52559852696038,8.79017124071508,22.9959069213687,18.3263245207606,24.2496437117886,10.0190372046225,8.53156777848014,21.3761372094812,20.8224889645348,22.8347921421722,2.9986107259823,20.6750882873448,-2.3526554676957,-7.41755512570515,-0.6886263484542,-2.2273192614258,-7.0666948078277,-8.60164878019655,-4.9949159241088,-5.58457017687245,-2.3487637665843,-4.5084676214117,0.112747463117152,9.90648597473874,-3.0866800884589,11.5782682827936,10.8007259938002,9.53615328004547,-4.6695824006082,-5.92331919102805,8.30728731613809,9.79475674228041,-3.04981268872065,-2.4961644437743,"mLN",60,5.26,16,9.45,3.04,26.1,0.78,15.1,17.5,8.38,7.74,1.7,14.5,NA,NA,NA,NA,NA,"b",8,0,98.9189189189189,"challenge","F0 M. m. domesticus","E_falciformis","uninfected",-2.93526445024743,0.128301729953102
"LM0428","E11","E88","E64","SCHUNT_SCHUNT","E11bJOR",18.87,19.87,94.9672873678913,NA,8,"challenge",0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-8.79139222871207,NA,NA,NA,NA,NA,20.8405475989915,15.144891289917,22.1492887648725,15.4907306808705,21.1658888838175,24.4126681221267,23.0049972857213,17.0875424137346,22.0946982268848,9.3449179117675,21.300549782493,7.84713843036288,8.50711090557608,9.58074529277111,25.427879839505,14.0021232990905,NA,8.59007486236186,8.87121113292152,17.5776893202067,19.7339213552646,23.3030319214426,3.76059320521767,16.8142446738226,-6.83842429990105,-1.1427679908265,-8.14716546578195,-1.48860738178,-7.16376558472695,-8.0925749277943,-10.4105448230362,-9.0028739866308,-2.81212137473205,-9.30090862235215,-3.0854191146441,4.657205387323,-7.29842648340245,6.15498486872762,5.49501239351441,4.42137800631939,-11.4257565404145,NA,5.41204843672864,5.13091216616898,-3.57556602111615,-5.73179805617415,"mLN",47.6,5.92,24.3,13.4,5.75,46.1,1.12,31.9,19.1,11.5,27,3.97,32,NA,NA,NA,NA,NA,"b",8,70000,87.3678912934071,"challenge","F0 M. m. domesticus","E_falciformis","E_ferrisi",0.13888135721423,0.880468640380303
"LM0430","E11","UNI","UNI","SCHUNT_SCHUNT","E11bJLX",23.07,24.07,95.8454507685916,NA,8,"challenge",0,0,0,0,1,0,0,"uninfected",FALSE,NA,NA,NA,NA,NA,NA,20.1615554502898,20.9323208184471,18.847974767695,18.0519125877816,NA,24.8773517591496,27.6414800115372,15.6293455544142,25.0949422783398,9.67784608307035,16.5657271804861,7.91645111621269,8.17270222864278,9.52420674912674,26.1059940980567,18.5230704851312,28.4640613314277,10.0989749547935,10.3936352677791,23.0409717823474,22.1580756743007,23.8126914694254,3.63311721884904,20.3102304639694,-1.6384849651586,-2.40925033331585,-0.32490428256375,0.471157897349698,NA,-6.5718717932085,-6.35428127401835,-9.11840952640595,-1.78715997883815,-5.28962098429415,2.89372493071705,8.8452244020609,1.95734330464515,10.6066193689186,10.3503682564885,8.99886373600451,-7.58292361292545,-9.94099084629645,8.4240955303378,8.1294352173521,-4.5179012972162,-3.63500518916945,"mLN",50.6,5.74,18.5,7.52,2.02,20.7,1.31,15.3,11.7,7.11,7.55,0.75,24.4,NA,NA,NA,NA,NA,"b",8,0,94.557540506855,"challenge","F0 M. m. domesticus","uninfected","uninfected",-2.47420058968392,0.35845904945086
"LM0431","E11","E64","E64","SCHUNT_SCHUNT","E11bOSZ",18.5,19.3,95.8549222797927,NA,8,"challenge",0,0,0,0,1,0,0,"ferrisi_ferrisi",TRUE,-5.9558401852755,NA,NA,NA,NA,NA,21.0713427839294,17.7331830489297,21.0551869043243,16.3665975860141,22.0226418307698,23.2140096029707,24.4109381792813,18.405900676736,27.1180478588055,8.70190502955226,20.9454622021549,7.66572182461575,8.34044414700018,9.44484110348761,24.4232137130675,16.724063931994,27.3302071566237,10.3880935158499,8.47475816880009,19.9383133917938,21.2820500414696,25.622974387986,2.76597159240401,20.2587106824383,-4.3472788519355,-1.0091191169357,-4.33112297233035,0.357466345979901,-5.2985778987759,-10.3939839268115,-6.48994567097679,-7.68687424728735,-3.5346467504444,-8.89891045599209,-1.68183674474205,8.02215890244169,-4.221398270161,9.0583421073782,8.38361978499378,7.27922282850634,-7.69914978107355,-10.6061432246297,6.33597041614405,8.24930576319386,-3.21424945979984,-4.55798610947565,"mLN",53,5.56,21.9,12.8,4.38,41.9,1.41,25.8,15,7.47,33.4,2.13,22.1,NA,NA,NA,NA,NA,"b",8,15000,88.3937823834197,"challenge","F0 M. m. domesticus","E_ferrisi","E_ferrisi",-0.948089045084107,0.809486658593136
